Price,4. close,2. high,3. low,1. open,5. volume,MA_3,MA_7,MA_14,STD_3,STD_7,STD_14,%_change,Lag_1,Lag_2,Lag_3
2025-05-08,196.63299560546875,199.1818840286168,193.83517686729027,196.86199326420865,50478900.0,196.55997212727866,202.30541338239397,203.31458609444755,1.1268750999568002,7.214303396410672,6.71744970760317,0.006318550430994163,195.3983612060547,197.6485595703125,198.02691650390625
2025-05-09,197.66848754882807,199.66975978270045,196.68277813613463,198.13644922219603,36453900.0,196.56661478678382,200.318359375,203.69649396623885,1.1365180213510253,6.057516909069933,6.174440686636138,0.0052661148764521215,196.63299560546875,195.3983612060547,197.6485595703125
2025-05-12,210.1504821777344,210.62903686932515,206.12274573806783,210.32994399020487,63775800.0,201.4839884440104,199.99781363351005,204.50201089041573,7.523240400166557,5.327351738109006,6.2321410177472725,0.06314610276877364,197.66848754882807,196.63299560546875,195.3983612060547
2025-05-13,212.28399658203125,212.75257189298435,208.36592688565327,209.79158118866215,51909300.0,206.70098876953125,201.11568559919084,205.1142861502511,7.894778632415101,6.9831423089680555,6.560966378544675,0.01015231743552425,210.1504821777344,197.66848754882807,196.63299560546875
2025-05-14,211.68582153320312,213.29093762104836,209.94113079478424,211.78550901932945,49325800.0,211.3734334309896,203.06695774623327,205.41571916852678,1.1005274522417836,7.832844281618975,6.770894856118603,-0.0028178056681582575,212.28399658203125,210.1504821777344,197.66848754882807
2025-05-15,210.8085021972656,212.3139309113297,208.90429308394448,210.31001909194575,45029500.0,211.5927734375,204.9469495500837,205.5897674560547,0.7421350153126062,7.894645703019457,6.8831157070388445,-0.0041444407073806255,211.68582153320312,212.28399658203125,210.1504821777344
2025-05-16,210.61907958984372,211.9251181254035,209.13360964796243,211.71574852428404,54737900.0,211.03780110677084,207.121337890625,205.68912288120814,0.5691380200396488,6.853883958421804,6.949393738004674,-0.0008985529779279577,210.8085021972656,211.68582153320312,212.28399658203125
2025-05-19,208.14659118652344,208.84446444770492,203.64029993754312,207.27923550566183,46140500.0,209.8580576578776,208.7661372593471,205.53577532087053,1.4851963987893295,5.065613118201741,6.863128878862357,-0.011739147318159282,210.61907958984372,210.8085021972656,211.68582153320312
2025-05-20,206.232421875,207.83753801206535,204.40797196423648,207.03996203611737,42496600.0,208.33269755045572,209.98955644880022,205.1539579119001,2.19924263345838,2.111366877144813,6.6464014097995845,-0.009196255872420789,208.14659118652344,210.61907958984372,210.8085021972656
2025-05-21,201.47689819335935,206.4118779017609,200.10109516487896,204.54755595275296,59211800.0,205.2853037516276,208.75047302246094,204.37414332798548,3.4342358262764665,3.8392573036356117,6.3661067769192075,-0.02305904977696982,206.232421875,208.14659118652344,210.61907958984372
2025-05-22,200.7491149902344,202.13489740214877,199.0941474443519,200.1010930441042,46742400.0,202.8194783528646,207.1026327950614,204.1091591971261,2.97801187231558,4.490131393209249,6.439097626429631,-0.003612241451258047,201.47689819335935,206.232421875,208.14659118652344
2025-05-23,194.6775665283203,197.1001867487955,192.87306039619787,193.08241474951325,78432900.0,198.96785990397134,204.67288208007812,203.86991991315568,3.7332800637716486,5.958446561177442,6.73775633253563,-0.03024445941995535,200.7491149902344,201.47689819335935,206.232421875
2025-05-27,199.60260009765625,200.1309909415137,196.83102019804124,197.6983910952664,56288500.0,198.3430938720703,203.07203892299108,204.0094942365374,3.2257855059753973,5.524815924507224,6.618143157922885,0.025298413459567737,194.6775665283203,200.7491149902344,201.47689819335935
2025-05-28,199.8119659423828,202.11495545301855,199.29353925378825,199.98144837254893,45339700.0,198.03071085611978,201.52816554478235,204.3247517177037,2.905794414015855,4.474501535633219,6.272490947741077,0.001048913414074315,199.60260009765625,194.6775665283203,200.7491149902344
2025-05-29,199.34336853027344,203.19165828241367,197.90773491315443,202.96236033905296,51396800.0,199.58597819010416,200.27056230817522,204.51834978376115,0.23474049398766034,3.416279717972498,6.054878505906756,-0.0023451919403290056,199.8119659423828,199.60260009765625,194.6775665283203
2025-05-30,200.24066162109372,201.3472946799051,196.18300200128655,198.7651407343476,70819900.0,199.79866536458334,199.4145965576172,204.7020765032087,0.44879438692617923,2.211868955665856,5.867155152936021,0.004501243745582695,199.34336853027344,199.8119659423828,199.60260009765625
2025-06-02,201.08807373046875,201.51677709467236,199.51286535414476,199.6723835925692,35423300.0,200.22403462727866,199.35905020577567,204.0547616141183,0.8724714331083949,2.155613821825867,5.717821561912593,0.004231968185255841,200.24066162109372,199.34336853027344,199.8119659423828
2025-06-03,202.6533203125,203.1518034040851,200.3503308633764,200.73914706631285,46381600.0,201.32735188802084,199.6310795375279,203.36685616629464,1.2239979647924761,2.459063555597627,5.2082332695680975,0.007783885702387527,201.08807373046875,200.24066162109372,199.34336853027344
2025-06-04,202.2046813964844,205.6143037964219,201.48686455307688,202.29440469878628,43604000.0,201.98202514648438,200.70638166155135,202.68963187081474,0.8060279585030039,1.3085726456296616,4.627332062724981,-0.002213824650510454,202.6533203125,201.08807373046875,200.24066162109372
2025-06-05,200.0213165283203,204.12881205428332,199.54276184010465,202.8826044104843,55126100.0,201.6264394124349,200.76619829450334,201.9191186087472,1.4080603055524912,1.25831292492974,4.031136583514678,-0.010797795842732882,202.2046813964844,202.6533203125,201.08807373046875
2025-06-06,203.30133056640625,205.07592905349443,201.4370087789868,202.3841235560851,46607700.0,201.84244283040366,201.26467895507812,201.39642224993025,1.6697411795178747,1.4875631064323676,3.206328310704928,0.01639832241390904,200.0213165283203,202.2046813964844,202.6533203125
2025-06-09,200.8388214111328,205.3750202901374,199.41316716451476,203.7699042317972,72862600.0,201.38715616861978,201.47831508091517,200.8744386945452,1.7073740882454167,1.2548241651818313,2.5506958091703598,-0.012112607174841306,203.30133056640625,200.0213165283203,202.2046813964844
2025-06-10,202.0551300048828,203.73004106569937,199.9615101944825,199.99141796230995,54672600.0,202.06509399414062,201.7375248500279,200.57606070382255,1.231284815046125,1.1385739291049712,2.0758367116632046,0.006056142857262303,200.8388214111328,203.30133056640625,200.0213165283203
2025-06-11,198.1769256591797,203.8795731269679,197.80805305990708,202.88260699920767,60989900.0,200.3569590250651,201.32164655412947,200.34034837995256,1.9834971026165753,1.7712283917478309,2.151650015873213,-0.019193793028711492,202.0551300048828,200.8388214111328,203.30133056640625
