Price,4. close,2. high,3. low,1. open,5. volume,MA_3,MA_7,MA_14,STD_3,STD_7,STD_14,%_change,Lag_1,Lag_2,Lag_3
2025-05-08,153.7469024658203,155.3911950032793,152.37166602688535,154.464415807346,57498700.0,155.756591796875,159.0527801513672,157.57718222481864,6.155700846745767,5.039773187804667,5.218075818909282,0.01915722337339254,150.85690307617188,162.6659698486328,163.642578125
2025-05-09,152.22216796875,154.51422329361623,151.674065468403,153.63725929306102,32435300.0,152.27532450358072,158.1914781842913,157.93878500802177,1.4457328006718697,5.6747666360360345,4.5766157493857325,-0.009917172135609498,153.7469024658203,150.85690307617188,162.6659698486328
2025-05-12,157.91244506835938,158.55023292762746,155.7100750758197,156.94579570580373,44138800.0,154.6271718343099,157.78716605050224,158.43634578159876,2.945499785844591,5.5624194975175785,4.113153200238069,0.037381395729283895,152.22216796875,153.7469024658203,150.85690307617188
2025-05-13,158.978759765625,160.0151746711756,155.62040930962155,158.24131128306263,42382100.0,156.37112426757812,157.1465323311942,158.7338856288365,3.6324420897779457,5.0327720148020605,3.979389227941025,0.006752569101213135,157.91244506835938,152.22216796875,153.7469024658203
2025-05-14,164.79856872558594,166.4229412214118,159.0584775444673,159.4072742222668,48755900.0,160.5632578531901,157.3116738455636,159.1673823765346,3.7064336494502346,5.293658358598287,4.2967921214335085,0.03660746233358969,158.978759765625,157.91244506835938,152.22216796875
2025-05-15,163.39344787597656,165.6356730691148,161.80893051621783,165.26694125278715,33146700.0,162.3902587890625,157.4155992780413,159.30974578857422,3.0368298175380315,5.421881578462988,4.408045007416111,-0.008526292797779722,164.79856872558594,158.978759765625,157.91244506835938
2025-05-16,165.61572265625,168.76480673115492,165.04768502743335,167.15039440077075,42846900.0,164.60257975260416,159.5240020751953,159.70693969726562,1.1240262710042637,5.314897148101076,4.719863400975342,0.013600758225998488,163.39344787597656,164.79856872558594,158.978759765625
2025-05-19,165.96450805664062,166.06416858529283,163.65253281131433,163.94152401470697,30426100.0,164.99122619628906,161.26937430245536,160.16107722691126,1.394662856939612,5.103426268823625,5.006627565247405,0.0021059920809243238,165.61572265625,163.39344787597656,164.79856872558594
2025-05-20,163.41336059570312,167.91774593119885,162.337090725838,165.8548915457752,46607700.0,164.99786376953125,162.8681161063058,160.52979714529855,1.383257222928923,3.1917253793013107,5.045095268672399,-0.015371644761944192,165.96450805664062,165.61572265625,163.39344787597656
2025-05-21,167.97755432128906,172.54173038625467,162.994831351597,163.12438701474937,73416000.0,165.78514099121094,164.30598885672433,161.04657745361328,2.2873774282549495,2.834254825430984,5.424827145188633,0.027930358380414688,163.41336059570312,165.96450805664062,165.61572265625
2025-05-22,170.27955627441406,176.15917803179707,170.12012070875053,171.25618084668935,74864400.0,167.2234903971354,165.9203883579799,161.53346034458704,3.494655930970856,2.4919249637553023,5.939844782959371,0.013704223534068083,167.97755432128906,163.41336059570312,165.96450805664062
2025-05-23,167.8878631591797,169.37272002705043,167.30986548992928,168.47582079984258,35211400.0,168.7149912516276,166.3617161342076,161.83669498988561,1.355694991152266,2.5333517492695297,6.160079722326046,-0.01404568562170816,170.27955627441406,167.97755432128906,163.41336059570312
2025-05-27,172.3025360107422,172.5716072803838,169.41256307598843,169.5720138436325,37995700.0,170.15665181477866,167.63444301060267,162.52502114432198,2.2099011801955206,2.990293044515839,6.768243718132492,0.0262953662551344,167.8878631591797,170.27955627441406,167.97755432128906
2025-05-28,171.76441955566406,174.66436785084326,171.31597754856884,172.56165823831284,34784000.0,170.65160624186197,168.51282828194755,164.01841517857142,2.4085471139490378,3.1945699906703293,6.285006228099783,-0.0031230907422312715,172.3025360107422,167.8878631591797,170.27955627441406
2025-05-29,171.26614379882812,173.81729536660228,170.04039828273065,173.39874848808273,29317300.0,171.77769978841147,169.27020481654577,165.26978955950057,0.5183237189879875,3.117240778060389,5.808610383940823,-0.002900925337883886,171.76441955566406,172.3025360107422,167.8878631591797
2025-05-30,171.1465606689453,171.61493780799665,166.86141620850907,170.75790891590938,52639900.0,171.39237467447916,170.37494768415178,166.6215318952288,0.32770119995232777,1.7784838975630395,4.618812005168135,-0.0006982298265749698,171.26614379882812,171.76441955566406,172.3025360107422
2025-06-02,168.4459228515625,169.28301661805224,166.81159040962694,167.26003241267054,38612300.0,170.2862091064453,170.44185747419084,167.3739231654576,1.5948558418149386,1.6793021006642639,3.891701513205109,-0.015779679164028004,171.1465606689453,171.26614379882812,171.76441955566406
2025-06-03,165.6057586669922,167.89781407143477,164.70887469424017,166.91124474262,45084900.0,168.3994140625,169.77417210170202,167.84728022984095,2.770693777162522,2.4886816111100356,3.1181864689961523,-0.016860985035969778,168.4459228515625,171.1465606689453,171.26614379882812
2025-06-04,167.4693145751953,167.63872532387313,165.78515185366567,166.1638436483944,26900800.0,167.17366536458334,169.7143794468471,168.03804779052734,1.4429793798356019,2.5459247707102497,2.9966500995607923,0.011252965616675548,165.6057586669922,168.4459228515625,171.1465606689453
2025-06-05,167.62876892089844,170.33935616350743,167.01090094696792,169.75139851627495,36379100.0,166.90128072102866,169.04669843401228,168.3405707223075,1.1247841866163377,2.3601210756763655,2.689763683313082,0.0009521406719050773,167.4693145751953,165.6057586669922,168.4459228515625
2025-06-06,173.07984924316406,173.897023068816,170.239706414102,170.239706414102,35731800.0,169.39264424641928,169.23461696079798,168.87372262137276,3.194208342939738,2.6474557817029623,2.8434705688564565,0.032518763678554,167.62876892089844,167.4693145751953,165.6057586669922
2025-06-09,175.69395446777344,176.07310468622353,173.97782168090652,174.14743750903665,28935900.0,172.13419087727866,169.8671613420759,169.56868307931083,4.114912731165416,3.5788565602208187,3.2391793346823285,0.01510346372521254,173.07984924316406,167.62876892089844,167.4693145751953
2025-06-10,178.19833374023438,180.70268325607967,174.5166301339373,175.80372221831115,61766100.0,175.65737915039062,170.8745574951172,170.62475258963448,2.559438259085098,4.7874301996290205,3.4792637617804907,0.014254214267345855,175.69395446777344,173.07984924316406,167.62876892089844
